# The index has the following fields:
#
#   ID: A unique id of the form 01234.567 that identifies a model 
#       01234 is unique for each combination of (Protein, Species), and 567 is unique 
#       for each combination of (Experiment, Experiment Details, Model ID),
#       In other words, 01234 identifies the protein 'version', whereas 567 identifies 
#       the model 'version' for that protein version.
#   Protein: The protein name, e.g. RBFOX1.
#   Type: Indicates whether the protein is considered an RBP, a TF, etc.
#   Species: The species name, e.g. Homo sapiens.
#   Family: The protein family, e.g. Homeodomain.
#   Class: The protein structural class, e.g. Zinc-coordinating.
#   Experiment: The technology used to measure the training data, e.g. ChIP-seq, HT-SELEX.
#   Experiment Details: A list of strings that describe how the experiment was configured,
#                       e.g. ["Cell Line=K562","Lab=Stanford"]
#   Model ID: A number/string that can be used to identify this model as distinct from 
#             other models for the same (Protein, Species, Experiment, Experiment Details),
#             e.g. if a new, better model was trained and therefore needs a new version ID.
#   Comments: 
#
#
ID	Protein	Type	Species	Family	Class	Experiment	Experiment Details	Model	Cite	Labels	Path	Comment
D00130.001	RBM28	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00049']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00049	
D00131.001	RBM3	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00050']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00050	
D00132.001	RBM38	RBP	Mus musculus	RRM		RNAcompete	['RNAcompeteID=RNCMPT00051']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00051	
D00133.001	RBM4	RBP	Homo sapiens	RRM,Znf		RNAcompete	['RNAcompeteID=RNCMPT00052']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00052	
D00134.001	RBM41	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00053']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00053	
D00135.001	RBM46	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00054']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00054	
D00136.001	RBM5	RBP	Homo sapiens	Znf		RNAcompete	['RNAcompeteID=RNCMPT00055']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00055	
D00137.001	RBM8A	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00056']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00056	
D00138.001	RBMS3	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00057']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00057	
D00139.001	RBP1	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00058']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00058	
D00140.001	REF2	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00059']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00059	
D00141.001	RNP4F	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00060']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00060	
D00142.001	RSF1	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00061']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00061	
D00143.001	KHDRBS1	RBP	Mus musculus	KH		RNAcompete	['RNAcompeteID=RNCMPT00062']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00062	
D00144.001	SAMD4A	RBP	Homo sapiens	SAM		RNAcompete	['RNAcompeteID=RNCMPT00063']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00063	
D00145.001	SART3	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00064']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00064	
D00146.001	SF1	RBP	Drosophila melanogaster	KH		RNAcompete	['RNAcompeteID=RNCMPT00065']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00065	
D00147.001	SF2	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00066']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00066	
D00148.001	SRSF9	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00067']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00067	
D00149.001	SHEP	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00068']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00068	
D00150.001	SM	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00069']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00069	
D00151.001	SNRNP70	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00070']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00070	
D00152.001	SNRPA	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00071']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00071	
D00153.001	SRSF2	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00072']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00072	
D00154.001	SRSF7	RBP	Homo sapiens	RRM,Znf		RNAcompete	['RNAcompeteID=RNCMPT00073']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00073	
D00148.002	SRSF9	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00074']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00074	
D00155.001	STAR-PAP	RBP	Homo sapiens	RRM,Znf		RNAcompete	['RNAcompeteID=RNCMPT00075']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00075	
D00156.001	TARDBP	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00076']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00076	
D00157.001	TIA1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00077']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00077	
D00158.001	TRA2	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00078']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00078	
D00159.001	U2AF2	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00079']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00079	
D00160.001	U2AF50	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00080']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00080	
D00161.001	UNC-75	RBP	Caenorhabditis elegans	RRM		RNAcompete	['RNAcompeteID=RNCMPT00081']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00081	
D00162.001	Vts1p	RBP	Saccharomyces cerevisiae	SAM		RNAcompete	['RNAcompeteID=RNCMPT00082']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00082	
D00163.001	YBX1	RBP	Homo sapiens	CSD		RNAcompete	['RNAcompeteID=RNCMPT00083']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00083	
D00164.001	YBX2	RBP	Homo sapiens	CSD		RNAcompete	['RNAcompeteID=RNCMPT00084']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00084	
D00165.001	ZC3H10	RBP	Homo sapiens	bZIP		RNAcompete	['RNAcompeteID=RNCMPT00085']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00085	
D00166.001	ZC3H14	RBP	Homo sapiens	Znf		RNAcompete	['RNAcompeteID=RNCMPT00086']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00086	
D00167.001	ZCRB1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00087']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00087	
D00102.002	SRSF10	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00088']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00088	
D00102.003	SRSF10	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00089']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00089	
D00102.004	SRSF10	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00090']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00090	
D00110.002	HNRNPL	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00091']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00091	
D00111.002	HRB27C	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00093']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00093	
D00168.001	HRB98DE	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00094']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00094	
D00168.002	HRB98DE	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00095']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00095	
D00168.003	HRB98DE	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00096']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00096	
D00117.002	LARK	RBP	Drosophila melanogaster	RRM,Znf		RNAcompete	['RNAcompeteID=RNCMPT00097']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00097	
D00122.002	MSI	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00099']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00099	
D00122.003	MSI	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00100']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00100	
D00128.002	PUM	RBP	Drosophila melanogaster	PUF		RNAcompete	['RNAcompeteID=RNCMPT00101']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00101	
D00128.003	PUM	RBP	Drosophila melanogaster	PUF		RNAcompete	['RNAcompeteID=RNCMPT00102']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00102	
D00128.004	PUM	RBP	Drosophila melanogaster	PUF		RNAcompete	['RNAcompeteID=RNCMPT00103']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00103	
D00128.005	PUM	RBP	Drosophila melanogaster	PUF		RNAcompete	['RNAcompeteID=RNCMPT00104']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00104	
D00128.006	PUM	RBP	Drosophila melanogaster	PUF		RNAcompete	['RNAcompeteID=RNCMPT00105']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00105	
D00169.001	SRSF1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00106']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00106	
D00169.002	SRSF1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00107']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00107	
D00169.003	SRSF1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00108']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00108	
D00169.004	SRSF1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00109']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00109	
D00169.005	SRSF1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00110']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00110	
D00162.002	Vts1p	RBP	Saccharomyces cerevisiae	SAM		RNAcompete	['RNAcompeteID=RNCMPT00111']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00111	
D00114.002	HuR	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00112']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00112	
D00133.002	RBM4	RBP	Homo sapiens	RRM,Znf		RNAcompete	['RNAcompeteID=RNCMPT00113']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00113	
D00086.002	ARET	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00114']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00114	
D00163.002	YBX1	RBP	Homo sapiens	CSD		RNAcompete	['RNAcompeteID=RNCMPT00116']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00116	
D00114.003	HuR	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00117']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00117	
D00170.001	HOW	RBP	Drosophila melanogaster	KH		RNAcompete	['RNAcompeteID=RNCMPT00118']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00118	
D00171.001	SXL	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00119']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00119	
D00172.001	FNE	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00120']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00120	
D00173.001	ELAV	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00121']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00121	
D00174.001	BRU-3	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00122']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00122	
D00175.001	A2BP1	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00123']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00123	
D00117.003	LARK	RBP	Drosophila melanogaster	RRM,Znf		RNAcompete	['RNAcompeteID=RNCMPT00124']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00124	
D00176.001	ORB2	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00126']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00126	
D00177.001	RBP1-LIKE	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00127']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00127	
D00178.001	CG11360	RBP	Drosophila melanogaster	KH		RNAcompete	['RNAcompeteID=RNCMPT00129']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00129	
D00179.001	CG17838	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00131']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00131	
D00180.001	RBP9	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00132']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00132	
D00181.001	CPO	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00133']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00133	
D00182.001	B52	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00134']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00134	
D00114.004	HuR	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00136']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00136	
D00183.001	MUB	RBP	Drosophila melanogaster	KH		RNAcompete	['RNAcompeteID=RNCMPT00137']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00137	
D00184.001	RIN	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00138']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00138	
D00185.001	PABP	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00139']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00139	
D00186.001	MOD	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00140']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00140	
D00187.001	PUF68	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00141']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00141	
D00188.001	QKR58E-1	RBP	Drosophila melanogaster	KH		RNAcompete	['RNAcompeteID=RNCMPT00142']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00142	
D00189.001	SNRNP70K	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00143']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00143	
D00190.001	CG7903	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00144']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00144	
D00191.001	SNF	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00145']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00145	
D00192.001	CG7804	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00146']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00146	
D00193.001	CG2931	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00147']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00147	
D00194.001	ROX8	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00148']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00148	
D00195.001	ENOX1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00149']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00149	
D00196.001	ESRP2	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00150']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00150	
D00197.001	RBM42	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00151']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00151	
D00198.001	RBMS1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00152']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00152	
D00199.001	PABPC3	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00153']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00153	
D00136.002	RBM5	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00154']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00154	
D00200.001	PABPC1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00155']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00155	
D00201.001	CNOT4	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00156']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00156	
D00202.001	PABPN1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00157']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00157	
D00203.001	CPEB4	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00158']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00158	
D00204.001	RALY	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00159']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00159	
D00205.001	HNRNPH2	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00160']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00160	
D00206.001	FXR1	RBP	Homo sapiens	KH		RNAcompete	['RNAcompeteID=RNCMPT00161']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00161	
D00118.002	LIN28A	RBP	Homo sapiens	CSD		RNAcompete	['RNAcompeteID=RNCMPT00162']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00162	
D00169.006	SRSF1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00163']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00163	
D00207.001	ZNF638	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00164']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00164	
D00157.002	TIA1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00165']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00165	
D00208.001	BRUNOL5	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00166']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00166	
D00209.001	HNRNPCL1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00167']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00167	
D00210.001	RBFOX1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00168']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00168	
D00211.001	KHDRBS1	RBP	Homo sapiens	KH		RNAcompete	['RNAcompeteID=RNCMPT00169']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00169	
D00212.001	RBM6	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00170']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00170	
D00213.001	PABPC5	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00171']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00171	
D00214.001	IGF2BP3	RBP	Homo sapiens	KH,RRM		RNAcompete	['RNAcompeteID=RNCMPT00172']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00172	
D00138.002	RBMS3	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00173']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00173	
D00149.002	SHEP	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00174']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00174	
D00149.003	SHEP	RBP	Drosophila melanogaster	RRM		RNAcompete	['RNAcompeteID=RNCMPT00175']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00175	
D00123.002	MSI1	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00176']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00176	
D00215.001	SFPQ	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00177']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00177	
D00216.001	HNRPLL	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00178']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00178	
D00217.001	SUP-12	RBP	Caenorhabditis elegans	RRM		RNAcompete	['RNAcompeteID=RNCMPT00179']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00179	
D00218.001	ASD-1	RBP	Caenorhabditis elegans	RRM		RNAcompete	['RNAcompeteID=RNCMPT00180']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00180	
D00219.001	MEC-8	RBP	Caenorhabditis elegans	RRM		RNAcompete	['RNAcompeteID=RNCMPT00181']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00181	
D00220.001	SUP-26	RBP	Caenorhabditis elegans	RRM		RNAcompete	['RNAcompeteID=RNCMPT00182']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00182	
D00221.001	ETR-1	RBP	Caenorhabditis elegans	RRM		RNAcompete	['RNAcompeteID=RNCMPT00183']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00183	
D00222.001	RBM24	RBP	Homo sapiens	RRM		RNAcompete	['RNAcompeteID=RNCMPT00184']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00184	
D00223.001	KHDRBS2	RBP	Homo sapiens	KH		RNAcompete	['RNAcompeteID=RNCMPT00185']	deepbind 0.1	PMID 23846655		E:/Results/deepbind/rnac/AB/final/RNCMPT00185	
